
=== Statistics for Combined Statistics (Debug & Time Data) ===
q               | mean:  -0.104521 | min:  -2.433738 | max:   1.596819 | var:   1.132423 | std:   1.064154 |
qdot            | mean:   0.000335 | min:  -0.863151 | max:   0.888255 | var:   0.055929 | std:   0.236493 |
qddot           | mean:   0.000335 | min:  -0.863151 | max:   0.888255 | var:   0.055929 | std:   0.236493 |
s               | mean:   0.554276 | min:   0.000015 | max:   0.996516 | var:   0.079839 | std:   0.282559 |
vs              | mean:   0.064092 | min:  -0.000000 | max:   0.099757 | var:   0.001323 | std:   0.036367 |
dVs             | mean:   0.001546 | min:  -1.327101 | max:   0.655966 | var:   0.037765 | std:   0.194333 |
ee_vel          | mean:   0.000112 | min:  -0.271054 | max:   0.210136 | var:   0.007629 | std:   0.087346 |
ee_speed        | mean:   0.132566 | min:   0.007890 | max:   0.271057 | var:   0.005314 | std:   0.072898 |
sel_min_dist    | mean:  11.133888 | min:   1.479526 | max:  22.686693 | var:  47.431189 | std:   6.887031 |
env_min_dist    | mean:   0.455037 | min:   0.012673 | max:   1.153824 | var:   0.036171 | std:   0.190187 |
mani            | mean:   0.079563 | min:   0.049818 | max:   0.094310 | var:   0.000089 | std:   0.009460 |
contour_error   | mean:   0.000720 | min:   0.000015 | max:   0.002914 | var:   0.000000 | std:   0.000527 |
spline_ee_pose  | mean:  -0.008888 | min:  -1.000000 | max:   1.000000 | var:   0.214503 | std:   0.463144 |
pred_ee_pose    | mean:  -0.006614 | min:  -1.000000 | max:   1.000000 | var:   0.214244 | std:   0.462865 |
ref_ee_pose     | mean:  -0.006768 | min:  -1.000000 | max:   1.000000 | var:   0.214238 | std:   0.462858 |
iter_count      | mean: 151.961415 | min:  50.000000 | max: 250.000000 | var: 4666.570858 | std:  68.312304 |
sqp_iter_count  | mean:   0.944695 | min:   0.000000 | max:   1.000000 | var:   0.052247 | std:   0.228576 |
total_iter_count | mean: 151.961415 | min:  50.000000 | max: 250.000000 | var: 4666.570858 | std:  68.312304 |
solve_count     | final value: 1555
total           | mean:   0.007699 | min:   0.006741 | max:   0.034321 | var:   0.000001 | std:   0.000811 |
set_env         | mean:   0.005081 | min:   0.004792 | max:   0.006450 | var:   0.000000 | std:   0.000084 |
set_qp          | mean:   0.000335 | min:   0.000328 | max:   0.000563 | var:   0.000000 | std:   0.000010 |
init_solver     | mean:   0.000212 | min:   0.000205 | max:   0.000359 | var:   0.000000 | std:   0.000006 |
solve_qp        | mean:   0.001078 | min:   0.000387 | max:   0.026582 | var:   0.000001 | std:   0.000775 |
get_alpha       | mean:   0.000000 | min:   0.000000 | max:   0.000000 | var:   0.000000 | std:   0.000000 |
scaling_time    | mean:   0.000091 | min:   0.000085 | max:   0.000156 | var:   0.000000 | std:   0.000003 |
permutation_time | mean:   0.000037 | min:   0.000035 | max:   0.000079 | var:   0.000000 | std:   0.000002 |
factorization_time | mean:   0.000068 | min:   0.000066 | max:   0.000093 | var:   0.000000 | std:   0.000002 |
rho_updates     | mean:   0.783923 | min:   0.000000 | max:   4.000000 | var:   0.458777 | std:   0.677331 |

