
=== Build Options ===
  osqp_use_float:           True
  osqp_use_truncate:        True
  nn_use_truncate:          True
  constraints_use_truncate: True
  ffp_contract_off:         True


=== Statistics for Combined Statistics (Debug & Time Data) ===
q               | mean:  -0.106224 | min:  -2.432684 | max:   1.596806 | var:   1.141209 | std:   1.068274 |
qdot            | mean:   0.000325 | min:  -1.121843 | max:   1.023563 | var:   0.067122 | std:   0.259080 |
qddot           | mean:   0.000325 | min:  -1.121843 | max:   1.023563 | var:   0.067122 | std:   0.259080 |
s               | mean:   0.583495 | min:   0.000015 | max:   0.996617 | var:   0.078226 | std:   0.279689 |
vs              | mean:   0.064347 | min:   0.001635 | max:   0.099754 | var:   0.001519 | std:   0.038972 |
dVs             | mean:   0.001459 | min:  -0.535432 | max:   0.655967 | var:   0.006105 | std:   0.078134 |
ee_vel          | mean:   0.000095 | min:  -0.271112 | max:   0.237391 | var:   0.008296 | std:   0.091084 |
ee_speed        | mean:   0.133105 | min:   0.005433 | max:   0.271115 | var:   0.007172 | std:   0.084687 |
sel_min_dist    | mean:   0.119018 | min:   0.018473 | max:   0.225844 | var:   0.004132 | std:   0.064279 |
env_min_dist    | mean:   0.393058 | min:   0.075929 | max:   0.668591 | var:   0.024728 | std:   0.157252 |
mani            | mean:   0.078774 | min:   0.048706 | max:   0.094311 | var:   0.000091 | std:   0.009518 |
contour_error   | mean:   0.000944 | min:   0.000038 | max:   0.004801 | var:   0.000001 | std:   0.000765 |
spline_ee_pose  | mean:  -0.008888 | min:  -1.000000 | max:   1.000000 | var:   0.214503 | std:   0.463144 |
pred_ee_pose    | mean:  -0.005536 | min:  -1.000000 | max:   1.000000 | var:   0.214584 | std:   0.463233 |
ref_ee_pose     | mean:  -0.005844 | min:  -1.000000 | max:   1.000000 | var:   0.214581 | std:   0.463228 |
iter_count      | mean: 182.052937 | min:  50.000000 | max: 500.000000 | var: 17637.877120 | std: 132.807670 |
sqp_iter_count  | mean:   1.000000 | min:   1.000000 | max:   1.000000 | var:   0.000000 | std:   0.000000 |
total_iter_count | mean: 182.052937 | min:  50.000000 | max: 500.000000 | var: 17637.877120 | std: 132.807670 |
solve_count     | final value: 1549
max_iter_reached_count | final value: 0
max_iter_solve_failed_count | final value: 0
total           | mean:   0.077205 | min:   0.074215 | max:   0.111841 | var:   0.000011 | std:   0.003379 |
set_env         | mean:   0.068012 | min:   0.065994 | max:   0.080365 | var:   0.000009 | std:   0.002966 |
set_qp          | mean:   0.000364 | min:   0.000348 | max:   0.000617 | var:   0.000000 | std:   0.000013 |
init_solver     | mean:   0.000307 | min:   0.000295 | max:   0.000484 | var:   0.000000 | std:   0.000010 |
solve_qp        | mean:   0.001959 | min:   0.000586 | max:   0.027030 | var:   0.000002 | std:   0.001456 |
get_alpha       | mean:   0.000065 | min:   0.000060 | max:   0.000193 | var:   0.000000 | std:   0.000006 |
scaling_time    | mean:   0.000084 | min:   0.000079 | max:   0.000152 | var:   0.000000 | std:   0.000003 |
permutation_time | mean:   0.000036 | min:   0.000034 | max:   0.000096 | var:   0.000000 | std:   0.000003 |
factorization_time | mean:   0.000078 | min:   0.000075 | max:   0.000210 | var:   0.000000 | std:   0.000004 |
rho_updates     | mean:   0.717883 | min:   0.000000 | max:   3.000000 | var:   0.372960 | std:   0.610704 |

