
=== Statistics for Combined Statistics (Debug & Time Data) ===
q               | mean:  -0.062293 | min:  -2.432984 | max:   1.589513 | var:   1.034300 | std:   1.017005 |
qdot            | mean:  -0.011820 | min:  -1.296097 | max:   1.063139 | var:   0.056327 | std:   0.237334 |
qddot           | mean:  -0.011820 | min:  -1.296097 | max:   1.063139 | var:   0.056327 | std:   0.237334 |
s               | mean:   0.396775 | min:  -0.000015 | max:   0.996438 | var:   0.121696 | std:   0.348850 |
vs              | mean:   0.042982 | min:  -0.075953 | max:   0.099671 | var:   0.001693 | std:   0.041146 |
dVs             | mean:   0.001012 | min:  -6.826244 | max:   7.641662 | var:   0.132131 | std:   0.363498 |
ee_vel          | mean:   0.000069 | min:  -0.270542 | max:   0.233452 | var:   0.005263 | std:   0.072543 |
ee_speed        | mean:   0.095966 | min:   0.000000 | max:   0.270552 | var:   0.006578 | std:   0.081105 |
sel_min_dist    | mean:  15.835180 | min:   1.796209 | max:  26.070938 | var:  59.740638 | std:   7.729207 |
env_min_dist    | mean:  34.738886 | min:   4.378348 | max:  67.368515 | var: 293.820599 | std:  17.141196 |
mani            | mean:   0.079591 | min:   0.060122 | max:   0.091448 | var:   0.000049 | std:   0.007015 |
contour_error   | mean:   0.006291 | min:   0.000038 | max:   0.045355 | var:   0.000124 | std:   0.011116 |
spline_ee_pose  | mean:  -0.008888 | min:  -1.000000 | max:   1.000000 | var:   0.214503 | std:   0.463144 |
pred_ee_pose    | mean:  -0.004629 | min:  -1.000000 | max:   1.000000 | var:   0.218099 | std:   0.467011 |
ref_ee_pose     | mean:  -0.003725 | min:  -1.000000 | max:   1.000000 | var:   0.217618 | std:   0.466495 |
iter_count      | mean: 165.918280 | min:  32.000000 | max: 256.000000 | var: 5472.992892 | std:  73.979679 |
sqp_iter_count  | mean:   1.119570 | min:   1.000000 | max:  14.000000 | var:   0.269574 | std:   0.519205 |
total           | mean:   0.087061 | min:   0.012127 | max:   0.168314 | var:   0.000052 | std:   0.007222 |
set_env         | mean:   0.081798 | min:   0.006658 | max:   0.160589 | var:   0.000053 | std:   0.007305 |
set_qp          | mean:   0.000586 | min:   0.000000 | max:   0.005442 | var:   0.000000 | std:   0.000279 |
solve_qp        | mean:   0.002699 | min:   0.000000 | max:   0.032447 | var:   0.000003 | std:   0.001691 |
get_alpha       | mean:   0.000348 | min:   0.000000 | max:   0.002420 | var:   0.000000 | std:   0.000187 |

