
=== Statistics for Combined Statistics (Debug & Time Data) ===
q               | mean:  -0.058962 | min:  -2.433333 | max:   1.589517 | var:   1.032200 | std:   1.015972 |
qdot            | mean:  -0.011563 | min:  -1.171430 | max:   0.952843 | var:   0.050336 | std:   0.224357 |
qddot           | mean:  -0.011563 | min:  -1.171430 | max:   0.952843 | var:   0.050336 | std:   0.224357 |
s               | mean:   0.390474 | min:  -0.000059 | max:   0.996482 | var:   0.121067 | std:   0.347947 |
vs              | mean:   0.042840 | min:  -0.102810 | max:   0.099601 | var:   0.001708 | std:   0.041331 |
dVs             | mean:   0.001011 | min:  -8.355411 | max:   3.512983 | var:   0.138673 | std:   0.372389 |
ee_vel          | mean:   0.000069 | min:  -0.271116 | max:   0.257977 | var:   0.005244 | std:   0.072412 |
ee_speed        | mean:   0.098547 | min:   0.001603 | max:   0.271119 | var:   0.006019 | std:   0.077583 |
sel_min_dist    | mean:  15.664394 | min:   1.651045 | max:  26.079019 | var:  62.618859 | std:   7.913208 |
env_min_dist    | mean:  34.920374 | min:   4.386965 | max:  67.354483 | var: 291.709095 | std:  17.079493 |
mani            | mean:   0.079441 | min:   0.060718 | max:   0.091521 | var:   0.000054 | std:   0.007320 |
contour_error   | mean:   0.006603 | min:   0.000038 | max:   0.046816 | var:   0.000142 | std:   0.011900 |
spline_ee_pose  | mean:  -0.008888 | min:  -1.000000 | max:   1.000000 | var:   0.214503 | std:   0.463144 |
pred_ee_pose    | mean:  -0.004767 | min:  -1.000000 | max:   1.000000 | var:   0.218065 | std:   0.466974 |
ref_ee_pose     | mean:  -0.003703 | min:  -1.000000 | max:   1.000000 | var:   0.217546 | std:   0.466418 |
iter_count      | mean: 163.544869 | min:  32.000000 | max: 256.000000 | var: 6876.241117 | std:  82.923104 |
total           | mean:   0.086831 | min:   0.011089 | max:   0.110132 | var:   0.000061 | std:   0.007790 |
set_env         | mean:   0.081506 | min:   0.006775 | max:   0.089697 | var:   0.000062 | std:   0.007890 |
set_qp          | mean:   0.000566 | min:   0.000000 | max:   0.004493 | var:   0.000000 | std:   0.000276 |
solve_qp        | mean:   0.002696 | min:   0.000000 | max:   0.021232 | var:   0.000003 | std:   0.001666 |
get_alpha       | mean:   0.000320 | min:   0.000000 | max:   0.002405 | var:   0.000000 | std:   0.000184 |

