
=== Statistics for Combined Statistics (Debug & Time Data) ===
q               | mean:   0.022820 | min:  -2.433507 | max:   1.596904 | var:   1.074699 | std:   1.036677 |
qdot            | mean:   0.000224 | min:  -1.463068 | max:   1.698050 | var:   0.052607 | std:   0.229363 |
qddot           | mean:   0.000224 | min:  -1.463068 | max:   1.698050 | var:   0.052607 | std:   0.229363 |
s               | mean:   0.375477 | min:  -0.000023 | max:   0.996457 | var:   0.115059 | std:   0.339203 |
vs              | mean:   0.042645 | min:  -0.056686 | max:   0.099647 | var:   0.001482 | std:   0.038490 |
dVs             | mean:   0.001022 | min:  -5.681015 | max:   3.166426 | var:   0.076070 | std:   0.275808 |
ee_vel          | mean:   0.000078 | min:  -0.270182 | max:   0.210177 | var:   0.004696 | std:   0.068529 |
ee_speed        | mean:   0.095736 | min:   0.002709 | max:   0.270196 | var:   0.004924 | std:   0.070168 |
sel_min_dist    | mean:  15.468693 | min:   1.479076 | max:  26.044218 | var:  68.101257 | std:   8.252349 |
env_min_dist    | mean:  37.039694 | min:   4.410326 | max:  73.928543 | var: 329.251400 | std:  18.145286 |
mani            | mean:   0.080966 | min:   0.060816 | max:   0.093630 | var:   0.000068 | std:   0.008234 |
contour_error   | mean:   0.006259 | min:   0.000022 | max:   0.046295 | var:   0.000129 | std:   0.011341 |
spline_ee_pose  | mean:  -0.008888 | min:  -1.000000 | max:   1.000000 | var:   0.214503 | std:   0.463144 |
pred_ee_pose    | mean:  -0.005439 | min:  -1.000000 | max:   1.000000 | var:   0.217780 | std:   0.466669 |
ref_ee_pose     | mean:  -0.004391 | min:  -1.000000 | max:   1.000000 | var:   0.217284 | std:   0.466138 |
iter_count      | mean: 159.876765 | min:  32.000000 | max: 256.000000 | var: 6045.396880 | std:  77.752150 |
sqp_iter_count  | mean:   1.135216 | min:   1.000000 | max:   5.000000 | var:   0.147741 | std:   0.384371 |
total           | mean:   0.086668 | min:   0.007138 | max:   0.100306 | var:   0.000043 | std:   0.006592 |
set_env         | mean:   0.081465 | min:   0.003205 | max:   0.094466 | var:   0.000044 | std:   0.006622 |
set_qp          | mean:   0.000563 | min:   0.000000 | max:   0.005025 | var:   0.000000 | std:   0.000287 |
solve_qp        | mean:   0.002465 | min:   0.000000 | max:   0.011116 | var:   0.000002 | std:   0.001479 |
get_alpha       | mean:   0.000331 | min:   0.000000 | max:   0.002726 | var:   0.000000 | std:   0.000204 |

