=== generateNewInitialGuess Call Log ===
Format: [COLD_START] solve_count, reason
=========================================
[COLD_START] 1, qp_failure
[COLD_START] 230, path_deviation
[COLD_START] 243, path_deviation
[COLD_START] 259, path_deviation
[COLD_START] 262, path_deviation
[COLD_START] 265, path_deviation
[COLD_START] 268, path_deviation
[COLD_START] 271, path_deviation
[COLD_START] 274, path_deviation
[COLD_START] 281, path_deviation
[COLD_START] 283, path_deviation
[COLD_START] 287, path_deviation
[COLD_START] 290, path_deviation
[COLD_START] 293, path_deviation
[COLD_START] 296, path_deviation
[COLD_START] 317, path_deviation
[COLD_START] 319, path_deviation
[COLD_START] 321, path_deviation
[COLD_START] 326, path_deviation
[COLD_START] 330, path_deviation
[COLD_START] 333, path_deviation
[COLD_START] 336, path_deviation
[COLD_START] 338, path_deviation
[COLD_START] 346, path_deviation
[COLD_START] 351, path_deviation
[COLD_START] 356, path_deviation
[COLD_START] 809, path_deviation
[COLD_START] 815, path_deviation
[COLD_START] 822, path_deviation
[COLD_START] 835, path_deviation
[COLD_START] 842, path_deviation
[COLD_START] 847, path_deviation
[COLD_START] 853, path_deviation
[COLD_START] 860, path_deviation
[COLD_START] 864, path_deviation
[COLD_START] 869, path_deviation
[COLD_START] 873, path_deviation
[COLD_START] 877, path_deviation
[COLD_START] 881, path_deviation
[COLD_START] 885, path_deviation
[COLD_START] 889, path_deviation
[COLD_START] 899, path_deviation
[COLD_START] 903, path_deviation
[COLD_START] 907, path_deviation
[COLD_START] 918, path_deviation
[COLD_START] 924, path_deviation
[COLD_START] 928, path_deviation
[COLD_START] 936, path_deviation
[COLD_START] 939, path_deviation
[COLD_START] 944, path_deviation
[COLD_START] 955, path_deviation
[COLD_START] 957, path_deviation
[COLD_START] 959, path_deviation
[COLD_START] 1011, path_deviation
[COLD_START] 1014, path_deviation
[COLD_START] 1019, path_deviation
[COLD_START] 1038, path_deviation
[COLD_START] 1051, path_deviation
[COLD_START] 1053, path_deviation
[COLD_START] 1066, path_deviation
[COLD_START] 1069, path_deviation
[COLD_START] 1072, path_deviation
[COLD_START] 1075, path_deviation
[COLD_START] 1091, path_deviation
[COLD_START] 1097, path_deviation
[COLD_START] 1110, path_deviation
[COLD_START] 1129, path_deviation
[COLD_START] 1144, path_deviation
[COLD_START] 1145, path_deviation
[COLD_START] 1236, path_deviation
