
=== Statistics for Combined Statistics (Debug & Time Data) ===
q               | mean:  -0.038418 | min:  -2.433362 | max:   1.589478 | var:   0.999748 | std:   0.999874 |
qdot            | mean:   0.000224 | min:  -1.034031 | max:   0.956364 | var:   0.050025 | std:   0.223662 |
qddot           | mean:   0.000224 | min:  -1.034031 | max:   0.956364 | var:   0.050025 | std:   0.223662 |
s               | mean:   0.383549 | min:  -0.000083 | max:   0.996481 | var:   0.117478 | std:   0.342750 |
vs              | mean:   0.042350 | min:  -0.012000 | max:   0.102870 | var:   0.001566 | std:   0.039575 |
dVs             | mean:   0.001028 | min:  -4.383819 | max:   7.984133 | var:   0.073033 | std:   0.270247 |
ee_vel          | mean:   0.000082 | min:  -0.271165 | max:   0.251003 | var:   0.004898 | std:   0.069988 |
ee_speed        | mean:   0.094622 | min:   0.000000 | max:   0.271168 | var:   0.005742 | std:   0.075775 |
sel_min_dist    | mean:  15.272692 | min:   1.642571 | max:  26.066370 | var:  63.023461 | std:   7.938732 |
env_min_dist    | mean:  35.361309 | min:   4.358540 | max:  67.360579 | var: 289.834030 | std:  17.024513 |
mani            | mean:   0.077982 | min:   0.048882 | max:   0.091494 | var:   0.000077 | std:   0.008792 |
contour_error   | mean:   0.006414 | min:   0.000038 | max:   0.045888 | var:   0.000126 | std:   0.011246 |
spline_ee_pose  | mean:  -0.008888 | min:  -1.000000 | max:   1.000000 | var:   0.214503 | std:   0.463144 |
pred_ee_pose    | mean:  -0.005079 | min:  -1.000000 | max:   1.000000 | var:   0.217905 | std:   0.466802 |
ref_ee_pose     | mean:  -0.004089 | min:  -1.000000 | max:   1.000000 | var:   0.217426 | std:   0.466290 |
iter_count      | mean: 166.973662 | min:  32.000000 | max: 256.000000 | var: 6465.556655 | std:  80.408685 |
total           | mean:   0.087168 | min:   0.008255 | max:   0.103030 | var:   0.000057 | std:   0.007568 |
set_env         | mean:   0.082033 | min:   0.005182 | max:   0.093029 | var:   0.000057 | std:   0.007517 |
set_qp          | mean:   0.000541 | min:   0.000000 | max:   0.004971 | var:   0.000000 | std:   0.000274 |
solve_qp        | mean:   0.002522 | min:   0.000000 | max:   0.014382 | var:   0.000002 | std:   0.001498 |
get_alpha       | mean:   0.000277 | min:   0.000000 | max:   0.002496 | var:   0.000000 | std:   0.000174 |

