=== generateNewInitialGuess Call Log ===
Format: [COLD_START] solve_count, reason
=========================================
[COLD_START] 1, qp_failure
[COLD_START] 222, path_deviation
[COLD_START] 237, path_deviation
[COLD_START] 259, path_deviation
[COLD_START] 262, path_deviation
[COLD_START] 265, path_deviation
[COLD_START] 268, path_deviation
[COLD_START] 271, path_deviation
[COLD_START] 274, path_deviation
[COLD_START] 277, path_deviation
[COLD_START] 279, path_deviation
[COLD_START] 282, path_deviation
[COLD_START] 285, path_deviation
[COLD_START] 289, path_deviation
[COLD_START] 294, path_deviation
[COLD_START] 298, path_deviation
[COLD_START] 302, path_deviation
[COLD_START] 307, path_deviation
[COLD_START] 311, path_deviation
[COLD_START] 315, path_deviation
[COLD_START] 331, path_deviation
[COLD_START] 333, path_deviation
[COLD_START] 336, path_deviation
[COLD_START] 340, path_deviation
[COLD_START] 344, path_deviation
[COLD_START] 346, path_deviation
[COLD_START] 366, path_deviation
[COLD_START] 822, path_deviation
[COLD_START] 842, path_deviation
[COLD_START] 857, path_deviation
[COLD_START] 863, path_deviation
[COLD_START] 869, path_deviation
[COLD_START] 874, path_deviation
[COLD_START] 880, path_deviation
[COLD_START] 882, path_deviation
[COLD_START] 887, path_deviation
[COLD_START] 893, path_deviation
[COLD_START] 895, path_deviation
[COLD_START] 906, path_deviation
[COLD_START] 908, path_deviation
[COLD_START] 910, path_deviation
[COLD_START] 912, path_deviation
[COLD_START] 915, path_deviation
[COLD_START] 917, path_deviation
[COLD_START] 920, path_deviation
[COLD_START] 929, path_deviation
[COLD_START] 956, path_deviation
[COLD_START] 960, path_deviation
[COLD_START] 963, path_deviation
[COLD_START] 965, path_deviation
[COLD_START] 967, path_deviation
[COLD_START] 969, path_deviation
[COLD_START] 971, path_deviation
[COLD_START] 976, path_deviation
[COLD_START] 988, path_deviation
[COLD_START] 1020, path_deviation
[COLD_START] 1031, path_deviation
[COLD_START] 1069, path_deviation
[COLD_START] 1071, path_deviation
[COLD_START] 1084, path_deviation
[COLD_START] 1086, path_deviation
[COLD_START] 1091, path_deviation
[COLD_START] 1099, path_deviation
[COLD_START] 1107, path_deviation
[COLD_START] 1116, path_deviation
[COLD_START] 1155, path_deviation
[COLD_START] 1173, path_deviation
[COLD_START] 1192, path_deviation
[COLD_START] 1236, path_deviation
[COLD_START] 1310, path_deviation
[COLD_START] 1319, path_deviation
