
=== Build Options ===
  osqp_use_float:           True
  osqp_use_truncate:        False
  nn_use_truncate:          False
  constraints_use_truncate: False
  ffp_contract_off:         True


=== Statistics for Combined Statistics (Debug & Time Data) ===
q               | mean:  -0.161890 | min:  -2.432779 | max:   1.596828 | var:   1.170598 | std:   1.081942 |
qdot            | mean:  -0.018417 | min:  -0.990456 | max:   1.024213 | var:   0.092059 | std:   0.303413 |
qddot           | mean:  -0.018417 | min:  -0.990456 | max:   1.024213 | var:   0.092059 | std:   0.303413 |
s               | mean:   0.490186 | min:   0.000015 | max:   0.996577 | var:   0.085639 | std:   0.292642 |
vs              | mean:   0.093235 | min:   0.003000 | max:   0.099721 | var:   0.000199 | std:   0.014099 |
dVs             | mean:   0.002055 | min:  -0.531663 | max:   0.655930 | var:   0.008902 | std:   0.094352 |
ee_vel          | mean:   0.000122 | min:  -0.270993 | max:   0.272442 | var:   0.013686 | std:   0.116987 |
ee_speed        | mean:   0.192639 | min:   0.007889 | max:   0.304179 | var:   0.003948 | std:   0.062835 |
sel_min_dist    | mean:   0.117984 | min:   0.018168 | max:   0.243574 | var:   0.005817 | std:   0.076270 |
env_min_dist    | mean:   0.428119 | min:   0.015198 | max:   0.788375 | var:   0.023772 | std:   0.154182 |
mani            | mean:   0.077675 | min:   0.053760 | max:   0.094316 | var:   0.000113 | std:   0.010626 |
contour_error   | mean:   0.000564 | min:   0.000038 | max:   0.001596 | var:   0.000000 | std:   0.000294 |
spline_ee_pose  | mean:  -0.008888 | min:  -1.000000 | max:   1.000000 | var:   0.214503 | std:   0.463144 |
pred_ee_pose    | mean:  -0.008706 | min:  -1.000000 | max:   1.000000 | var:   0.214507 | std:   0.463149 |
ref_ee_pose     | mean:  -0.008709 | min:  -1.000000 | max:   1.000000 | var:   0.214504 | std:   0.463145 |
iter_count      | mean: 119.691300 | min:  50.000000 | max: 250.000000 | var: 2636.106762 | std:  51.343030 |
sqp_iter_count  | mean:   0.986904 | min:   0.000000 | max:   1.000000 | var:   0.012925 | std:   0.113687 |
total_iter_count | mean: 119.691300 | min:  50.000000 | max: 250.000000 | var: 2636.106762 | std:  51.343030 |
solve_count     | final value: 1069
max_iter_reached_count | final value: 14
max_iter_solve_failed_count | final value: 14
total           | mean:   0.089386 | min:   0.079200 | max:   0.521100 | var:   0.001494 | std:   0.038656 |
set_env         | mean:   0.070340 | min:   0.068665 | max:   0.176018 | var:   0.000012 | std:   0.003395 |
set_qp          | mean:   0.000399 | min:   0.000342 | max:   0.013223 | var:   0.000000 | std:   0.000441 |
init_solver     | mean:   0.003645 | min:   0.000686 | max:   0.147176 | var:   0.000407 | std:   0.020173 |
solve_qp        | mean:   0.008353 | min:   0.003462 | max:   0.151265 | var:   0.000120 | std:   0.010933 |
get_alpha       | mean:   0.000000 | min:   0.000000 | max:   0.000000 | var:   0.000000 | std:   0.000000 |
scaling_time    | mean:   0.000988 | min:   0.000097 | max:   0.044676 | var:   0.000037 | std:   0.006113 |
permutation_time | mean:   0.000043 | min:   0.000036 | max:   0.000281 | var:   0.000000 | std:   0.000008 |
factorization_time | mean:   0.000463 | min:   0.000437 | max:   0.002981 | var:   0.000000 | std:   0.000078 |
rho_updates     | mean:   1.074836 | min:   0.000000 | max:   3.000000 | var:   0.329292 | std:   0.573840 |
