
=== Statistics for Combined Statistics (Debug & Time Data) ===
q               | mean:   0.021418 | min:  -2.433616 | max:   1.598345 | var:   1.077031 | std:   1.037801 |
qdot            | mean:   0.000225 | min:  -1.499819 | max:   1.545889 | var:   0.050829 | std:   0.225453 |
qddot           | mean:   0.000225 | min:  -1.499819 | max:   1.545889 | var:   0.050829 | std:   0.225453 |
s               | mean:   0.379083 | min:  -0.000155 | max:   0.996429 | var:   0.114405 | std:   0.338238 |
vs              | mean:   0.042615 | min:  -0.011623 | max:   0.099650 | var:   0.001483 | std:   0.038509 |
dVs             | mean:   0.001027 | min:  -3.897913 | max:   2.171053 | var:   0.050277 | std:   0.224226 |
ee_vel          | mean:   0.000078 | min:  -0.270232 | max:   0.207569 | var:   0.004689 | std:   0.068475 |
ee_speed        | mean:   0.095190 | min:   0.000000 | max:   0.270237 | var:   0.005006 | std:   0.070750 |
sel_min_dist    | mean:  15.415390 | min:   1.456628 | max:  25.970421 | var:  67.605593 | std:   8.222262 |
env_min_dist    | mean:  36.787293 | min:   3.250000 | max:  75.000000 | var: 331.226994 | std:  18.199643 |
mani            | mean:   0.081060 | min:   0.060407 | max:   0.093898 | var:   0.000067 | std:   0.008158 |
contour_error   | mean:   0.005904 | min:   0.000012 | max:   0.044992 | var:   0.000115 | std:   0.010746 |
spline_ee_pose  | mean:  -0.008888 | min:  -1.000000 | max:   1.000000 | var:   0.214503 | std:   0.463144 |
pred_ee_pose    | mean:  -0.005597 | min:  -1.000000 | max:   1.000000 | var:   0.217710 | std:   0.466594 |
ref_ee_pose     | mean:  -0.004563 | min:  -1.000000 | max:   1.000000 | var:   0.217250 | std:   0.466101 |
iter_count      | mean: 165.581873 | min:  32.000000 | max: 256.000000 | var: 6179.387376 | std:  78.609079 |
sqp_iter_count  | mean:   1.130825 | min:   1.000000 | max:   6.000000 | var:   0.144492 | std:   0.380121 |
total           | mean:   0.126890 | min:   0.068677 | max:   0.184072 | var:   0.000772 | std:   0.027777 |
set_env         | mean:   0.122492 | min:   0.065915 | max:   0.176982 | var:   0.000743 | std:   0.027249 |
set_qp          | mean:   0.000507 | min:   0.000000 | max:   0.005175 | var:   0.000000 | std:   0.000338 |
solve_qp        | mean:   0.002003 | min:   0.000000 | max:   0.013190 | var:   0.000002 | std:   0.001372 |
get_alpha       | mean:   0.000266 | min:   0.000000 | max:   0.001377 | var:   0.000000 | std:   0.000158 |

