
=== Statistics for Combined Statistics (Debug & Time Data) ===
q               | mean:  -0.061513 | min:  -2.432951 | max:   1.589496 | var:   1.031816 | std:   1.015784 |
qdot            | mean:  -0.011829 | min:  -1.385548 | max:   1.073132 | var:   0.055980 | std:   0.236600 |
qddot           | mean:  -0.011829 | min:  -1.385548 | max:   1.073132 | var:   0.055980 | std:   0.236600 |
s               | mean:   0.395973 | min:  -0.000256 | max:   0.996488 | var:   0.121807 | std:   0.349009 |
vs              | mean:   0.042883 | min:  -0.122838 | max:   0.122324 | var:   0.001778 | std:   0.042163 |
dVs             | mean:   0.001014 | min:  -8.013585 | max:   9.225567 | var:   0.469975 | std:   0.685547 |
ee_vel          | mean:   0.000067 | min:  -0.270439 | max:   0.233467 | var:   0.005351 | std:   0.073152 |
ee_speed        | mean:   0.097133 | min:   0.000000 | max:   0.270449 | var:   0.006619 | std:   0.081355 |
sel_min_dist    | mean:  15.836934 | min:   1.793636 | max:  26.207355 | var:  60.310482 | std:   7.765982 |
env_min_dist    | mean:  34.749606 | min:   4.343911 | max:  67.367752 | var: 293.616375 | std:  17.135238 |
mani            | mean:   0.079492 | min:   0.056149 | max:   0.091454 | var:   0.000056 | std:   0.007511 |
contour_error   | mean:   0.006447 | min:   0.000038 | max:   0.048632 | var:   0.000135 | std:   0.011628 |
spline_ee_pose  | mean:  -0.008888 | min:  -1.000000 | max:   1.000000 | var:   0.214503 | std:   0.463144 |
pred_ee_pose    | mean:  -0.004767 | min:  -1.000000 | max:   1.000000 | var:   0.218110 | std:   0.467023 |
ref_ee_pose     | mean:  -0.003701 | min:  -1.000000 | max:   1.000000 | var:   0.217609 | std:   0.466486 |
iter_count      | mean: 168.692208 | min:  32.000000 | max: 256.000000 | var: 5583.114477 | std:  74.720241 |
sqp_iter_count  | mean:   1.167886 | min:   1.000000 | max:  18.000000 | var:   0.778530 | std:   0.882343 |
total           | mean:   0.086600 | min:   0.009037 | max:   0.177789 | var:   0.000092 | std:   0.009572 |
set_env         | mean:   0.081270 | min:   0.005200 | max:   0.174513 | var:   0.000105 | std:   0.010238 |
set_qp          | mean:   0.000594 | min:   0.000000 | max:   0.006642 | var:   0.000000 | std:   0.000389 |
solve_qp        | mean:   0.002704 | min:   0.000000 | max:   0.040271 | var:   0.000005 | std:   0.002225 |
get_alpha       | mean:   0.000352 | min:   0.000000 | max:   0.004283 | var:   0.000000 | std:   0.000260 |

