
=== Statistics for Combined Statistics (Debug & Time Data) ===
q               | mean:  -0.061144 | min:  -2.432931 | max:   1.589492 | var:   1.033573 | std:   1.016648 |
qdot            | mean:  -0.011807 | min:  -1.386205 | max:   1.072694 | var:   0.057415 | std:   0.239614 |
qddot           | mean:  -0.011807 | min:  -1.386205 | max:   1.072694 | var:   0.057415 | std:   0.239614 |
s               | mean:   0.395645 | min:  -0.000013 | max:   0.996461 | var:   0.122141 | std:   0.349487 |
vs              | mean:   0.043349 | min:  -0.111264 | max:   0.111081 | var:   0.001718 | std:   0.041443 |
dVs             | mean:   0.000959 | min:  -7.646137 | max:   9.168388 | var:   0.443409 | std:   0.665890 |
ee_vel          | mean:   0.000067 | min:  -0.270994 | max:   0.234780 | var:   0.005318 | std:   0.072928 |
ee_speed        | mean:   0.096894 | min:   0.000000 | max:   0.270999 | var:   0.006567 | std:   0.081037 |
sel_min_dist    | mean:  15.855587 | min:   1.802654 | max:  26.056867 | var:  59.982436 | std:   7.744833 |
env_min_dist    | mean:  34.747590 | min:   4.328330 | max:  67.356068 | var: 293.410861 | std:  17.129240 |
mani            | mean:   0.079511 | min:   0.060385 | max:   0.091518 | var:   0.000052 | std:   0.007184 |
contour_error   | mean:   0.006445 | min:   0.000038 | max:   0.045944 | var:   0.000131 | std:   0.011458 |
spline_ee_pose  | mean:  -0.008888 | min:  -1.000000 | max:   1.000000 | var:   0.214503 | std:   0.463144 |
pred_ee_pose    | mean:  -0.004648 | min:  -1.000000 | max:   1.000000 | var:   0.218114 | std:   0.467026 |
ref_ee_pose     | mean:  -0.003634 | min:  -1.000000 | max:   1.000000 | var:   0.217615 | std:   0.466492 |
iter_count      | mean: 157.231167 | min:  32.000000 | max: 256.000000 | var: 6347.481215 | std:  79.671081 |
sqp_iter_count  | mean:   1.197159 | min:   1.000000 | max:  23.000000 | var:   1.506544 | std:   1.227413 |
total           | mean:   0.086391 | min:   0.010915 | max:   0.178148 | var:   0.000084 | std:   0.009190 |
set_env         | mean:   0.081133 | min:   0.005183 | max:   0.172371 | var:   0.000111 | std:   0.010543 |
set_qp          | mean:   0.000613 | min:   0.000000 | max:   0.008204 | var:   0.000000 | std:   0.000504 |
solve_qp        | mean:   0.002614 | min:   0.000000 | max:   0.052615 | var:   0.000009 | std:   0.002995 |
get_alpha       | mean:   0.000353 | min:   0.000000 | max:   0.003961 | var:   0.000000 | std:   0.000280 |

