
=== Statistics for Combined Statistics (Debug & Time Data) ===
q               | mean:   0.021419 | min:  -2.433544 | max:   1.597817 | var:   1.078345 | std:   1.038434 |
qdot            | mean:   0.000222 | min:  -1.447408 | max:   1.638978 | var:   0.051062 | std:   0.225968 |
qddot           | mean:   0.000222 | min:  -1.447408 | max:   1.638978 | var:   0.051062 | std:   0.225968 |
s               | mean:   0.380920 | min:  -0.000145 | max:   0.996454 | var:   0.114687 | std:   0.338654 |
vs              | mean:   0.042478 | min:  -0.014658 | max:   0.099648 | var:   0.001477 | std:   0.038434 |
dVs             | mean:   0.000951 | min:  -5.128115 | max:   4.561522 | var:   0.105674 | std:   0.325075 |
ee_vel          | mean:   0.000076 | min:  -0.270228 | max:   0.204823 | var:   0.004679 | std:   0.068404 |
ee_speed        | mean:   0.095281 | min:   0.000000 | max:   0.270238 | var:   0.004959 | std:   0.070419 |
sel_min_dist    | mean:  15.430989 | min:   1.472844 | max:  26.011269 | var:  67.549563 | std:   8.218854 |
env_min_dist    | mean:  36.795881 | min:   3.296875 | max:  75.000000 | var: 330.596277 | std:  18.182307 |
mani            | mean:   0.080965 | min:   0.059492 | max:   0.093932 | var:   0.000069 | std:   0.008295 |
contour_error   | mean:   0.006013 | min:   0.000024 | max:   0.046415 | var:   0.000122 | std:   0.011066 |
spline_ee_pose  | mean:  -0.008888 | min:  -1.000000 | max:   1.000000 | var:   0.214503 | std:   0.463144 |
pred_ee_pose    | mean:  -0.005628 | min:  -1.000000 | max:   1.000000 | var:   0.217710 | std:   0.466594 |
ref_ee_pose     | mean:  -0.004576 | min:  -1.000000 | max:   1.000000 | var:   0.217239 | std:   0.466089 |
iter_count      | mean: 166.631983 | min:  32.000000 | max: 256.000000 | var: 5681.683327 | std:  75.376942 |
sqp_iter_count  | mean:   1.152665 | min:   1.000000 | max:   5.000000 | var:   0.178826 | std:   0.422878 |
total           | mean:   0.122928 | min:   0.068652 | max:   0.173313 | var:   0.000761 | std:   0.027578 |
set_env         | mean:   0.118679 | min:   0.064900 | max:   0.166389 | var:   0.000729 | std:   0.027002 |
set_qp          | mean:   0.000486 | min:   0.000000 | max:   0.004936 | var:   0.000000 | std:   0.000279 |
solve_qp        | mean:   0.001955 | min:   0.000000 | max:   0.013241 | var:   0.000002 | std:   0.001295 |
get_alpha       | mean:   0.000273 | min:   0.000000 | max:   0.001228 | var:   0.000000 | std:   0.000166 |

