
=== Build Options ===
  osqp_use_float:           True
  osqp_use_truncate:        True
  nn_use_truncate:          True
  constraints_use_truncate: True
  ffp_contract_off:         True


=== Statistics for Combined Statistics (Debug & Time Data) ===
q               | mean:   0.026558 | min:  -2.433363 | max:   1.597455 | var:   1.071666 | std:   1.035213 |
qdot            | mean:   0.000214 | min:  -1.415095 | max:   1.052415 | var:   0.046852 | std:   0.216453 |
qddot           | mean:   0.000214 | min:  -1.415095 | max:   1.052415 | var:   0.046852 | std:   0.216453 |
s               | mean:   0.374884 | min:  -0.000166 | max:   0.996599 | var:   0.116237 | std:   0.340935 |
vs              | mean:   0.042712 | min:  -0.015820 | max:   0.099649 | var:   0.001557 | std:   0.039455 |
dVs             | mean:   0.000895 | min:  -1.023773 | max:   0.695337 | var:   0.022004 | std:   0.148338 |
ee_vel          | mean:   0.000068 | min:  -0.270116 | max:   0.210235 | var:   0.004780 | std:   0.069134 |
ee_speed        | mean:   0.094936 | min:   0.000000 | max:   0.270124 | var:   0.005326 | std:   0.072977 |
sel_min_dist    | mean:  15.643102 | min:   1.512560 | max:  25.981891 | var:  67.003568 | std:   8.185571 |
env_min_dist    | mean:   0.526825 | min:   0.043514 | max:   1.500631 | var:   0.072259 | std:   0.268810 |
mani            | mean:   0.080971 | min:   0.060577 | max:   0.093881 | var:   0.000070 | std:   0.008390 |
contour_error   | mean:   0.006466 | min:   0.000038 | max:   0.045804 | var:   0.000133 | std:   0.011545 |
spline_ee_pose  | mean:  -0.008888 | min:  -1.000000 | max:   1.000000 | var:   0.214503 | std:   0.463144 |
pred_ee_pose    | mean:  -0.005503 | min:  -1.000000 | max:   1.000000 | var:   0.217875 | std:   0.466770 |
ref_ee_pose     | mean:  -0.004298 | min:  -1.000000 | max:   1.000000 | var:   0.217344 | std:   0.466201 |
iter_count      | mean: 184.254499 | min:  50.000000 | max: 250.000000 | var: 4688.882960 | std:  68.475419 |
sqp_iter_count  | mean:   0.842331 | min:   0.000000 | max:   1.000000 | var:   0.132810 | std:   0.364431 |
total_iter_count | mean: 184.254499 | min:  50.000000 | max: 250.000000 | var: 4688.882960 | std:  68.475419 |
solve_count     | final value: 2334
max_iter_reached_count | final value: 368
max_iter_solve_failed_count | final value: 368
total           | mean:   0.183544 | min:   0.180819 | max:   0.208806 | var:   0.000002 | std:   0.001311 |
set_env         | mean:   0.180615 | min:   0.178184 | max:   0.202418 | var:   0.000001 | std:   0.001080 |
set_qp          | mean:   0.000363 | min:   0.000339 | max:   0.000548 | var:   0.000000 | std:   0.000012 |
init_solver     | mean:   0.000218 | min:   0.000204 | max:   0.000322 | var:   0.000000 | std:   0.000007 |
solve_qp        | mean:   0.001266 | min:   0.000392 | max:   0.026305 | var:   0.000000 | std:   0.000667 |
get_alpha       | mean:   0.000000 | min:   0.000000 | max:   0.000000 | var:   0.000000 | std:   0.000000 |
scaling_time    | mean:   0.000087 | min:   0.000082 | max:   0.000149 | var:   0.000000 | std:   0.000003 |
permutation_time | mean:   0.000044 | min:   0.000037 | max:   0.000133 | var:   0.000000 | std:   0.000004 |
factorization_time | mean:   0.000068 | min:   0.000065 | max:   0.000128 | var:   0.000000 | std:   0.000002 |
rho_updates     | mean:   0.613539 | min:   0.000000 | max:   4.000000 | var:   0.388780 | std:   0.623522 |

