
=== Build Options ===
  osqp_use_float:           True
  osqp_use_truncate:        True
  nn_use_truncate:          True
  constraints_use_truncate: True
  ffp_contract_off:         True


=== Statistics for Combined Statistics (Debug & Time Data) ===
q               | mean:  -0.104055 | min:  -2.433571 | max:   1.596819 | var:   1.135450 | std:   1.065575 |
qdot            | mean:   0.000342 | min:  -0.858976 | max:   0.912837 | var:   0.057188 | std:   0.239140 |
qddot           | mean:   0.000342 | min:  -0.858976 | max:   0.912837 | var:   0.057188 | std:   0.239140 |
s               | mean:   0.565321 | min:   0.000015 | max:   0.996440 | var:   0.079701 | std:   0.282313 |
vs              | mean:   0.064294 | min:   0.003000 | max:   0.099755 | var:   0.001378 | std:   0.037115 |
dVs             | mean:   0.001473 | min:  -0.917354 | max:   0.655966 | var:   0.016465 | std:   0.128316 |
ee_vel          | mean:   0.000114 | min:  -0.271075 | max:   0.215617 | var:   0.007859 | std:   0.088652 |
ee_speed        | mean:   0.132967 | min:   0.007890 | max:   0.271077 | var:   0.005897 | std:   0.076794 |
sel_min_dist    | mean:  11.456994 | min:   1.557043 | max:  22.724070 | var:  46.053567 | std:   6.786278 |
env_min_dist    | mean:   0.396660 | min:   0.083123 | max:   0.669278 | var:   0.023975 | std:   0.154838 |
mani            | mean:   0.079196 | min:   0.048924 | max:   0.094310 | var:   0.000091 | std:   0.009561 |
contour_error   | mean:   0.000847 | min:   0.000038 | max:   0.004533 | var:   0.000001 | std:   0.000717 |
spline_ee_pose  | mean:  -0.008888 | min:  -1.000000 | max:   1.000000 | var:   0.214503 | std:   0.463144 |
pred_ee_pose    | mean:  -0.006126 | min:  -1.000000 | max:   1.000000 | var:   0.214410 | std:   0.463044 |
ref_ee_pose     | mean:  -0.006354 | min:  -1.000000 | max:   1.000000 | var:   0.214404 | std:   0.463037 |
iter_count      | mean: 151.129032 | min:  50.000000 | max: 250.000000 | var: 4551.951093 | std:  67.468149 |
sqp_iter_count  | mean:   0.955484 | min:   0.000000 | max:   1.000000 | var:   0.042534 | std:   0.206239 |
total_iter_count | mean: 151.129032 | min:  50.000000 | max: 250.000000 | var: 4551.951093 | std:  67.468149 |
solve_count     | final value: 1550
max_iter_reached_count | final value: 69
max_iter_solve_failed_count | final value: 69
total           | mean:   0.004243 | min:   0.003460 | max:   0.038541 | var:   0.000001 | std:   0.000984 |
set_env         | mean:   0.001581 | min:   0.001501 | max:   0.002443 | var:   0.000000 | std:   0.000057 |
set_qp          | mean:   0.000342 | min:   0.000318 | max:   0.000613 | var:   0.000000 | std:   0.000029 |
init_solver     | mean:   0.000209 | min:   0.000200 | max:   0.000333 | var:   0.000000 | std:   0.000013 |
solve_qp        | mean:   0.001095 | min:   0.000387 | max:   0.034136 | var:   0.000001 | std:   0.000942 |
get_alpha       | mean:   0.000000 | min:   0.000000 | max:   0.000000 | var:   0.000000 | std:   0.000000 |
scaling_time    | mean:   0.000087 | min:   0.000080 | max:   0.000146 | var:   0.000000 | std:   0.000006 |
permutation_time | mean:   0.000038 | min:   0.000034 | max:   0.000091 | var:   0.000000 | std:   0.000003 |
factorization_time | mean:   0.000069 | min:   0.000066 | max:   0.000132 | var:   0.000000 | std:   0.000005 |
rho_updates     | mean:   0.735484 | min:   0.000000 | max:   4.000000 | var:   0.413902 | std:   0.643352 |

