
=== Statistics for Combined Statistics (Debug & Time Data) ===
q               | mean:   0.021652 | min:  -2.433515 | max:   1.597130 | var:   1.075714 | std:   1.037166 |
qdot            | mean:   0.000216 | min:  -1.451180 | max:   1.564115 | var:   0.051954 | std:   0.227935 |
qddot           | mean:   0.000216 | min:  -1.451180 | max:   1.564115 | var:   0.051954 | std:   0.227935 |
s               | mean:   0.377286 | min:  -0.000007 | max:   0.996574 | var:   0.114532 | std:   0.338425 |
vs              | mean:   0.042702 | min:  -0.019885 | max:   0.099648 | var:   0.001464 | std:   0.038259 |
dVs             | mean:   0.000954 | min:  -3.594796 | max:   4.342311 | var:   0.059041 | std:   0.242983 |
ee_vel          | mean:   0.000073 | min:  -0.270173 | max:   0.209898 | var:   0.004677 | std:   0.068385 |
ee_speed        | mean:   0.095276 | min:   0.000000 | max:   0.270196 | var:   0.004952 | std:   0.070371 |
sel_min_dist    | mean:  15.465249 | min:   1.477712 | max:  25.963633 | var:  67.766424 | std:   8.232036 |
env_min_dist    | mean:  36.995610 | min:   4.411724 | max:  73.940277 | var: 330.906416 | std:  18.190833 |
mani            | mean:   0.081019 | min:   0.060090 | max:   0.093662 | var:   0.000066 | std:   0.008121 |
contour_error   | mean:   0.006144 | min:   0.000031 | max:   0.045538 | var:   0.000117 | std:   0.010814 |
spline_ee_pose  | mean:  -0.008888 | min:  -1.000000 | max:   1.000000 | var:   0.214503 | std:   0.463144 |
pred_ee_pose    | mean:  -0.005600 | min:  -1.000000 | max:   1.000000 | var:   0.217761 | std:   0.466648 |
ref_ee_pose     | mean:  -0.004571 | min:  -1.000000 | max:   1.000000 | var:   0.217285 | std:   0.466138 |
iter_count      | mean: 159.780728 | min:  32.000000 | max: 256.000000 | var: 6008.003312 | std:  77.511311 |
sqp_iter_count  | mean:   1.149893 | min:   1.000000 | max:   5.000000 | var:   0.169395 | std:   0.411576 |
total           | mean:   0.087406 | min:   0.010913 | max:   0.183414 | var:   0.000061 | std:   0.007835 |
set_env         | mean:   0.082126 | min:   0.005455 | max:   0.174061 | var:   0.000062 | std:   0.007856 |
set_qp          | mean:   0.000587 | min:   0.000000 | max:   0.004523 | var:   0.000000 | std:   0.000283 |
solve_qp        | mean:   0.002556 | min:   0.000000 | max:   0.012200 | var:   0.000002 | std:   0.001519 |
get_alpha       | mean:   0.000338 | min:   0.000000 | max:   0.004068 | var:   0.000000 | std:   0.000224 |

