
=== Statistics for Combined Statistics (Debug & Time Data) ===
q               | mean:  -0.061159 | min:  -2.433243 | max:   1.589611 | var:   1.031996 | std:   1.015872 |
qdot            | mean:  -0.011756 | min:  -1.350815 | max:   1.043111 | var:   0.053469 | std:   0.231233 |
qddot           | mean:  -0.011756 | min:  -1.350815 | max:   1.043111 | var:   0.053469 | std:   0.231233 |
s               | mean:   0.389709 | min:  -0.000052 | max:   0.996619 | var:   0.120477 | std:   0.347097 |
vs              | mean:   0.042815 | min:  -0.028461 | max:   0.099597 | var:   0.001650 | std:   0.040618 |
dVs             | mean:   0.000897 | min:  -5.446156 | max:   5.111471 | var:   0.131988 | std:   0.363302 |
ee_vel          | mean:   0.000068 | min:  -0.271085 | max:   0.262982 | var:   0.005109 | std:   0.071480 |
ee_speed        | mean:   0.095800 | min:   0.002388 | max:   0.274753 | var:   0.006150 | std:   0.078425 |
sel_min_dist    | mean:  15.689930 | min:   1.682615 | max:  26.025797 | var:  62.234167 | std:   7.888863 |
env_min_dist    | mean:  34.909930 | min:   4.382353 | max:  67.374135 | var: 291.254422 | std:  17.066178 |
mani            | mean:   0.079670 | min:   0.060127 | max:   0.091622 | var:   0.000055 | std:   0.007396 |
contour_error   | mean:   0.006400 | min:   0.000030 | max:   0.046587 | var:   0.000133 | std:   0.011546 |
spline_ee_pose  | mean:  -0.008888 | min:  -1.000000 | max:   1.000000 | var:   0.214503 | std:   0.463144 |
pred_ee_pose    | mean:  -0.004864 | min:  -1.000000 | max:   1.000000 | var:   0.218055 | std:   0.466964 |
ref_ee_pose     | mean:  -0.003854 | min:  -1.000000 | max:   1.000000 | var:   0.217560 | std:   0.466433 |
iter_count      | mean: 164.863890 | min:  32.000000 | max: 256.000000 | var: 6773.697661 | std:  82.302477 |
total           | mean:   0.087940 | min:   0.009463 | max:   0.181710 | var:   0.000131 | std:   0.011425 |
set_env         | mean:   0.082495 | min:   0.005216 | max:   0.169357 | var:   0.000132 | std:   0.011494 |
set_qp          | mean:   0.000583 | min:   0.000000 | max:   0.004499 | var:   0.000000 | std:   0.000317 |
solve_qp        | mean:   0.002760 | min:   0.000000 | max:   0.021689 | var:   0.000003 | std:   0.001725 |
get_alpha       | mean:   0.000371 | min:   0.000000 | max:   0.003807 | var:   0.000000 | std:   0.000292 |

