
=== Statistics for Combined Statistics (Debug & Time Data) ===
q               | mean:  -0.059898 | min:  -2.433715 | max:   1.589575 | var:   1.030151 | std:   1.014964 |
qdot            | mean:  -0.011810 | min:  -1.403814 | max:   1.092019 | var:   0.048903 | std:   0.221140 |
qddot           | mean:  -0.011810 | min:  -1.403814 | max:   1.092019 | var:   0.048903 | std:   0.221140 |
s               | mean:   0.383357 | min:  -0.000053 | max:   0.996493 | var:   0.118272 | std:   0.343908 |
vs              | mean:   0.042894 | min:  -0.055159 | max:   0.099577 | var:   0.001613 | std:   0.040161 |
dVs             | mean:   0.001021 | min:  -7.987700 | max:   3.576825 | var:   0.066588 | std:   0.258047 |
ee_vel          | mean:   0.000071 | min:  -0.271081 | max:   0.219174 | var:   0.005005 | std:   0.070748 |
ee_speed        | mean:   0.096699 | min:   0.000000 | max:   0.271083 | var:   0.005665 | std:   0.075267 |
sel_min_dist    | mean:  15.491356 | min:   1.504329 | max:  26.084239 | var:  65.450035 | std:   8.090120 |
env_min_dist    | mean:  35.014622 | min:   4.382197 | max:  67.367435 | var: 292.142584 | std:  17.092179 |
mani            | mean:   0.079782 | min:   0.060584 | max:   0.091468 | var:   0.000052 | std:   0.007178 |
contour_error   | mean:   0.006325 | min:   0.000038 | max:   0.045535 | var:   0.000129 | std:   0.011352 |
spline_ee_pose  | mean:  -0.008888 | min:  -1.000000 | max:   1.000000 | var:   0.214503 | std:   0.463144 |
pred_ee_pose    | mean:  -0.005013 | min:  -1.000000 | max:   1.000000 | var:   0.217992 | std:   0.466896 |
ref_ee_pose     | mean:  -0.003991 | min:  -1.000000 | max:   1.000000 | var:   0.217501 | std:   0.466370 |
iter_count      | mean: 165.080895 | min:  32.000000 | max: 256.000000 | var: 7143.506365 | std:  84.519266 |
total           | mean:   0.086008 | min:   0.008505 | max:   0.146055 | var:   0.000218 | std:   0.014750 |
set_env         | mean:   0.079163 | min:   0.005638 | max:   0.132276 | var:   0.000215 | std:   0.014652 |
set_qp          | mean:   0.000561 | min:   0.000000 | max:   0.004696 | var:   0.000000 | std:   0.000272 |
solve_qp        | mean:   0.004213 | min:   0.000000 | max:   0.019183 | var:   0.000006 | std:   0.002416 |
get_alpha       | mean:   0.000259 | min:   0.000000 | max:   0.002262 | var:   0.000000 | std:   0.000143 |

