=== generateNewInitialGuess Call Log ===
Format: [COLD_START] solve_count, reason
=========================================
[COLD_START] 1, qp_failure
[COLD_START] 222, path_deviation
[COLD_START] 254, path_deviation
[COLD_START] 258, path_deviation
[COLD_START] 261, path_deviation
[COLD_START] 264, path_deviation
[COLD_START] 271, path_deviation
[COLD_START] 274, path_deviation
[COLD_START] 280, path_deviation
[COLD_START] 285, path_deviation
[COLD_START] 290, path_deviation
[COLD_START] 301, path_deviation
[COLD_START] 303, path_deviation
[COLD_START] 305, path_deviation
[COLD_START] 310, path_deviation
[COLD_START] 313, path_deviation
[COLD_START] 317, path_deviation
[COLD_START] 321, path_deviation
[COLD_START] 325, path_deviation
[COLD_START] 798, path_deviation
[COLD_START] 808, path_deviation
[COLD_START] 822, path_deviation
[COLD_START] 827, path_deviation
[COLD_START] 832, path_deviation
[COLD_START] 840, path_deviation
[COLD_START] 845, path_deviation
[COLD_START] 849, path_deviation
[COLD_START] 854, path_deviation
[COLD_START] 858, path_deviation
[COLD_START] 865, path_deviation
[COLD_START] 873, path_deviation
[COLD_START] 875, path_deviation
[COLD_START] 883, path_deviation
[COLD_START] 889, path_deviation
[COLD_START] 896, path_deviation
[COLD_START] 899, path_deviation
[COLD_START] 904, path_deviation
[COLD_START] 907, path_deviation
[COLD_START] 945, path_deviation
[COLD_START] 954, path_deviation
[COLD_START] 958, path_deviation
[COLD_START] 960, path_deviation
[COLD_START] 962, path_deviation
[COLD_START] 964, path_deviation
[COLD_START] 966, path_deviation
[COLD_START] 968, path_deviation
[COLD_START] 970, path_deviation
[COLD_START] 972, path_deviation
[COLD_START] 974, path_deviation
[COLD_START] 976, path_deviation
[COLD_START] 978, path_deviation
[COLD_START] 980, path_deviation
[COLD_START] 982, path_deviation
[COLD_START] 984, path_deviation
[COLD_START] 986, path_deviation
[COLD_START] 988, path_deviation
[COLD_START] 990, path_deviation
[COLD_START] 992, path_deviation
[COLD_START] 1018, path_deviation
[COLD_START] 1023, path_deviation
[COLD_START] 1027, path_deviation
[COLD_START] 1031, path_deviation
[COLD_START] 1032, path_deviation
[COLD_START] 1041, path_deviation
[COLD_START] 1059, path_deviation
[COLD_START] 1080, path_deviation
[COLD_START] 1096, path_deviation
[COLD_START] 1101, path_deviation
[COLD_START] 1140, path_deviation
[COLD_START] 1177, path_deviation
[COLD_START] 1185, path_deviation
[COLD_START] 1236, path_deviation
[COLD_START] 1305, path_deviation
[COLD_START] 1310, path_deviation
[COLD_START] 1325, path_deviation
