
=== Build Options ===
  osqp_use_float:           True
  osqp_use_truncate:        False
  nn_use_truncate:          False
  constraints_use_truncate: False
  ffp_contract_off:         True


=== Statistics for Combined Statistics (Debug & Time Data) ===
q               | mean:  -0.105165 | min:  -2.433371 | max:   1.596819 | var:   1.136232 | std:   1.065942 |
qdot            | mean:   0.000341 | min:  -0.915155 | max:   0.924625 | var:   0.058051 | std:   0.240937 |
qddot           | mean:   0.000341 | min:  -0.915155 | max:   0.924625 | var:   0.058051 | std:   0.240937 |
s               | mean:   0.569631 | min:   0.000015 | max:   0.996443 | var:   0.079200 | std:   0.281425 |
vs              | mean:   0.064294 | min:   0.003000 | max:   0.099753 | var:   0.001400 | std:   0.037415 |
dVs             | mean:   0.001459 | min:  -0.878914 | max:   0.655919 | var:   0.015960 | std:   0.126335 |
ee_vel          | mean:   0.000112 | min:  -0.271104 | max:   0.217183 | var:   0.007918 | std:   0.088981 |
ee_speed        | mean:   0.132985 | min:   0.007890 | max:   0.271107 | var:   0.006068 | std:   0.077899 |
sel_min_dist    | mean:   0.114512 | min:   0.016204 | max:   0.225732 | var:   0.004470 | std:   0.066856 |
env_min_dist    | mean:   0.452865 | min:   0.012669 | max:   1.151509 | var:   0.036344 | std:   0.190641 |
mani            | mean:   0.079152 | min:   0.048954 | max:   0.094309 | var:   0.000091 | std:   0.009547 |
contour_error   | mean:   0.000830 | min:   0.000029 | max:   0.004575 | var:   0.000001 | std:   0.000708 |
spline_ee_pose  | mean:  -0.008888 | min:  -1.000000 | max:   1.000000 | var:   0.214503 | std:   0.463144 |
pred_ee_pose    | mean:  -0.006106 | min:  -1.000000 | max:   1.000000 | var:   0.214418 | std:   0.463052 |
ref_ee_pose     | mean:  -0.006330 | min:  -1.000000 | max:   1.000000 | var:   0.214412 | std:   0.463046 |
iter_count      | mean: 150.451613 | min:  50.000000 | max: 250.000000 | var: 4732.054110 | std:  68.789927 |
sqp_iter_count  | mean:   0.950323 | min:   0.000000 | max:   1.000000 | var:   0.047210 | std:   0.217278 |
total_iter_count | mean: 150.451613 | min:  50.000000 | max: 250.000000 | var: 4732.054110 | std:  68.789927 |
solve_count     | final value: 1550
max_iter_reached_count | final value: 77
max_iter_solve_failed_count | final value: 77
total           | mean:   0.083483 | min:   0.072716 | max:   0.517138 | var:   0.001652 | std:   0.040645 |
set_env         | mean:   0.063632 | min:   0.062091 | max:   0.171029 | var:   0.000009 | std:   0.002945 |
set_qp          | mean:   0.000389 | min:   0.000339 | max:   0.003909 | var:   0.000000 | std:   0.000223 |
init_solver     | mean:   0.003595 | min:   0.000688 | max:   0.155871 | var:   0.000404 | std:   0.020100 |
solve_qp        | mean:   0.009060 | min:   0.003489 | max:   0.161558 | var:   0.000185 | std:   0.013597 |
get_alpha       | mean:   0.000000 | min:   0.000000 | max:   0.000000 | var:   0.000000 | std:   0.000000 |
scaling_time    | mean:   0.000970 | min:   0.000097 | max:   0.045269 | var:   0.000037 | std:   0.006079 |
permutation_time | mean:   0.000043 | min:   0.000036 | max:   0.000079 | var:   0.000000 | std:   0.000004 |
factorization_time | mean:   0.000465 | min:   0.000437 | max:   0.002172 | var:   0.000000 | std:   0.000046 |
rho_updates     | mean:   0.934194 | min:   0.000000 | max:   3.000000 | var:   0.505347 | std:   0.710878 |
